Artist 	 Album 	 Trackno 	 Title 	 ID3_artist 	 ID3_album 	 ID3_track 	 Artist_match 	 Album_match 	 track_match 
Elvin Jones	The Ultimate	(6, None)	 We'll Be Together Again	Elvin Jones	The Ultimate	We'll Be Together Again	True	True	True
Artist 	 Album 	 Trackno 	 Title 	 ID3_artist 	 ID3_album 	 ID3_track 	 Artist_match 	 Album_match 	 track_match 
Davey Graham	The Midnight Man - Live at St Andrews Folk Club	(6, 20)	Rock Me	Davey Graham	The Midnight Man - Live at St Andrews Folk Club	Rock Me	True	True	True
Davey Graham	The Midnight Man - Live at St Andrews Folk Club	(3, 20)	Sally Free and Easy	Davey Graham	The Midnight Man - Live at St Andrews Folk Club	Sally Free and Easy	True	True	True
Davey Graham	The Midnight Man - Live at St Andrews Folk Club	(10, 20)	The Cat Came Back	Davey Graham	The Midnight Man - Live at St Andrews Folk Club	The Cat Came Back	True	True	True
Davey Graham	The Midnight Man - Live at St Andrews Folk Club	(20, 20)	Bulgarian Dance	Davey Graham	The Midnight Man - Live at St Andrews Folk Club	Bulgarian Dance	True	True	True
Davey Graham	The Midnight Man - Live at St Andrews Folk Club	(15, 20)	Buhaina Chant	Davey Graham	The Midnight Man - Live at St Andrews Folk Club	Buhaina Chant	True	True	True
Davey Graham	The Midnight Man - Live at St Andrews Folk Club	(12, 20)	 Neighbour	Davey Graham	The Midnight Man - Live at St Andrews Folk Club	Neighbour, Neighbour	True	True	False
Davey Graham	The Midnight Man - Live at St Andrews Folk Club	(7, 20)	No Preacher Blues	Davey Graham	The Midnight Man - Live at St Andrews Folk Club	No Preacher Blues	True	True	True
Davey Graham	The Midnight Man - Live at St Andrews Folk Club	(17, 20)	Maajun	Davey Graham	The Midnight Man - Live at St Andrews Folk Club	Maajun	True	True	True
Davey Graham	The Midnight Man - Live at St Andrews Folk Club	(8, 20)	The Preacher	Davey Graham	The Midnight Man - Live at St Andrews Folk Club	The Preacher	True	True	True
Davey Graham	The Midnight Man - Live at St Andrews Folk Club	(9, 20)	Sweet Home Chicago	Davey Graham	The Midnight Man - Live at St Andrews Folk Club	Sweet Home Chicago	True	True	True
Davey Graham	The Midnight Man - Live at St Andrews Folk Club	(2, 20)	Travelling Man	Davey Graham	The Midnight Man - Live at St Andrews Folk Club	Travelling Man	True	True	True
Davey Graham	The Midnight Man - Live at St Andrews Folk Club	(5, 20)	Work Song	Davey Graham	The Midnight Man - Live at St Andrews Folk Club	Work Song	True	True	True
Davey Graham	The Midnight Man - Live at St Andrews Folk Club	(11, 20)	Better Git Hit In Your Soul	Davey Graham	The Midnight Man - Live at St Andrews Folk Club	Better Git Hit In Your Soul	True	True	True
Davey Graham	The Midnight Man - Live at St Andrews Folk Club	(4, 20)	I'm Ready	Davey Graham	The Midnight Man - Live at St Andrews Folk Club	I'm Ready	True	True	True
Davey Graham	The Midnight Man - Live at St Andrews Folk Club	(14, 20)	Skillet Good and Greasy	Davey Graham	The Midnight Man - Live at St Andrews Folk Club	Skillet Good and Greasy	True	True	True
Davey Graham	The Midnight Man - Live at St Andrews Folk Club	(18, 20)	Miserlou	Davey Graham	The Midnight Man - Live at St Andrews Folk Club	Miserlou	True	True	True
Davey Graham	The Midnight Man - Live at St Andrews Folk Club	(19, 20)	She Moved Through The Fair	Davey Graham	The Midnight Man - Live at St Andrews Folk Club	She Moved Through The Fair	True	True	True
Davey Graham	The Midnight Man - Live at St Andrews Folk Club	(1, 20)	Jubilation	Davey Graham	The Midnight Man - Live at St Andrews Folk Club	Jubilation	True	True	True
Davey Graham	The Midnight Man - Live at St Andrews Folk Club	(13, 20)	So Tired	Davey Graham	The Midnight Man - Live at St Andrews Folk Club	So Tired	True	True	True
Davey Graham	The Midnight Man - Live at St Andrews Folk Club	(16, 20)	 Honey	Davey Graham	The Midnight Man - Live at St Andrews Folk Club	Money, Honey	True	True	False
Artist 	 Album 	 Trackno 	 Title 	 ID3_artist 	 ID3_album 	 ID3_track 	 Artist_match 	 Album_match 	 track_match 
Davey Graham	After Hours - Hull University 1967	(1, 14)	Work Song	Davey Graham	After Hours - Hull University 1967	Work Song	True	True	True
Davey Graham	After Hours - Hull University 1967	(3, 14)	Buhaina Chant	Davey Graham	After Hours - Hull University 1967	Buhaina Chant	True	True	True
Davey Graham	After Hours - Hull University 1967	(4, 14)	Grroveyard	Davey Graham	After Hours - Hull University 1967	Grroveyard	True	True	True
Davey Graham	After Hours - Hull University 1967	(7, 14)	How Long Blues	Davey Graham	After Hours - Hull University 1967	How Long Blues	True	True	True
Davey Graham	After Hours - Hull University 1967	(8, 14)	 Blue Raga	Davey Graham	After Hours - Hull University 1967	Medley: She Moved Through The Bazarre, Blue Raga	True	True	False
Davey Graham	After Hours - Hull University 1967	(5, 14)	Bouee In Em	Davey Graham	After Hours - Hull University 1967	Bouee In Em	True	True	True
Davey Graham	After Hours - Hull University 1967	(10, 14)	Hey Bud Blues	Davey Graham	After Hours - Hull University 1967	Hey Bud Blues	True	True	True
Davey Graham	After Hours - Hull University 1967	(14, 14)	Blue	Davey Graham	After Hours - Hull University 1967	Afro-Blue	True	True	False
Davey Graham	After Hours - Hull University 1967	(13, 14)	Louisiana Blue	Davey Graham	After Hours - Hull University 1967	Louisiana Blue	True	True	True
Davey Graham	After Hours - Hull University 1967	(11, 14)	Buffalo	Davey Graham	After Hours - Hull University 1967	Buffalo	True	True	True
Davey Graham	After Hours - Hull University 1967	(9, 14)	Miserlou	Davey Graham	After Hours - Hull University 1967	Miserlou	True	True	True
Davey Graham	After Hours - Hull University 1967	(2, 14)	Cocaine	Davey Graham	After Hours - Hull University 1967	Cocaine	True	True	True
Davey Graham	After Hours - Hull University 1967	(12, 14)	Jubilation	Davey Graham	After Hours - Hull University 1967	Jubilation	True	True	True
Davey Graham	After Hours - Hull University 1967	(6, 14)	Gavotte or Bouree	Davey Graham	After Hours - Hull University 1967	Gavotte or Bouree	True	True	True
Artist 	 Album 	 Trackno 	 Title 	 ID3_artist 	 ID3_album 	 ID3_track 	 Artist_match 	 Album_match 	 track_match 
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(6, None)	 Gigue	Keith Jarrett	J.S. Bach. The French Suites	Suite No.1 in D minor, BWV 812 VI. Gigue	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(3, None)	 Sarabande	Keith Jarrett	J.S. Bach. The French Suites	Suite No. 4, BWV 815 In E-Flat Major: Sarabande	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(17, None)	 Menuet	Keith Jarrett	J.S. Bach. The French Suites	Suite No.3 in B minor, BWV 814 V. Menuet	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(5, None)	 Menuet II	Keith Jarrett	J.S. Bach. The French Suites	Suite No.1 in D minor, BWV 812 V. Menuet II	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(14, None)	 Courante	Keith Jarrett	J.S. Bach. The French Suites	Suite No.3 in B minor, BWV 814 II. Courante	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(5, None)	 Menuet	Keith Jarrett	J.S. Bach. The French Suites	Suite No. 4, BWV 815 In E-Flat Major: Menuet	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(4, None)	 Menuet I	Keith Jarrett	J.S. Bach. The French Suites	Suite No.1 in D minor, BWV 812 IV. Menuet I	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(3, None)	 Sarabande	Keith Jarrett	J.S. Bach. The French Suites	Suite No.1 in D minor, BWV 812 III. Sarabande	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(7, None)	 Allemande	Keith Jarrett	J.S. Bach. The French Suites	Suite No.2 in C minor, BWV 813 I. Allemande	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(16, None)	 Anglaise	Keith Jarrett	J.S. Bach. The French Suites	Suite No.3 in B minor, BWV 814 IV. Anglaise	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(10, None)	 Sarabande	Keith Jarrett	J.S. Bach. The French Suites	Suite No. 5 BWV 816 In G Major: Sarabande	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(1, None)	 Allemande	Keith Jarrett	J.S. Bach. The French Suites	Suite No.1 in D minor, BWV 812 I. Allemande	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(11, None)	 Menuet	Keith Jarrett	J.S. Bach. The French Suites	Suite No.2 in C minor, BWV 813 V. Menuet	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(15, None)	 Allemande	Keith Jarrett	J.S. Bach. The French Suites	Suite No. 6 BWV 817 In E Major: Allemande	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(19, None)	 Polonaise	Keith Jarrett	J.S. Bach. The French Suites	Suite No. 6 BWV 817 In E Major: Polonaise	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(22, None)	 Gigue	Keith Jarrett	J.S. Bach. The French Suites	Suite No. 6 BWV 817 In E Major: Gigue	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(13, None)	 Allemande	Keith Jarrett	J.S. Bach. The French Suites	Suite No.3 in B minor, BWV 814 I. Allemande	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(6, None)	 Air	Keith Jarrett	J.S. Bach. The French Suites	Suite No. 4, BWV 815 In E-Flat Major: Air	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(9, None)	 Courante	Keith Jarrett	J.S. Bach. The French Suites	Suite No. 5 BWV 816 In G Major: Courante	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(12, None)	 Gigue	Keith Jarrett	J.S. Bach. The French Suites	Suite No.2 in C minor, BWV 813 VI. Gigue	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(2, None)	 Courante	Keith Jarrett	J.S. Bach. The French Suites	Suite No. 4, BWV 815 In E-Flat Major: Courante	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(20, None)	 Bourree	Keith Jarrett	J.S. Bach. The French Suites	Suite No. 6 BWV 817 In E Major: Bourree	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(14, None)	 Gigue	Keith Jarrett	J.S. Bach. The French Suites	Suite No. 5 BWV 816 In G Major: Gigue	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(21, None)	 Menuet	Keith Jarrett	J.S. Bach. The French Suites	Suite No. 6 BWV 817 In E Major: Menuet	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(1, None)	 Allemande	Keith Jarrett	J.S. Bach. The French Suites	Suite No. 4, BWV 815 In E-Flat Major: Allemande	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(15, None)	 Sarabande	Keith Jarrett	J.S. Bach. The French Suites	Suite No.3 in B minor, BWV 814 III. Sarabande	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(10, None)	 Air	Keith Jarrett	J.S. Bach. The French Suites	Suite No.2 in C minor, BWV 813 IV. Air	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(11, None)	 Gavotte	Keith Jarrett	J.S. Bach. The French Suites	Suite No. 5 BWV 816 In G Major: Gavotte	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(17, None)	 Sarabande	Keith Jarrett	J.S. Bach. The French Suites	Suite No. 6 BWV 817 In E Major: Sarabande	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(12, None)	 Bourree	Keith Jarrett	J.S. Bach. The French Suites	Suite No. 5 BWV 816 In G Major: Bourree	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(18, None)	 Gavotte	Keith Jarrett	J.S. Bach. The French Suites	Suite No. 6 BWV 817 In E Major: Gavotte	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(18, None)	 Menuet da capo	Keith Jarrett	J.S. Bach. The French Suites	Suite No.3 in B minor, BWV 814 VI. Trio, Menuet da capo	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(19, None)	 Gigue	Keith Jarrett	J.S. Bach. The French Suites	Suite No.3 in B minor, BWV 814 VII. Gigue	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(8, None)	 Courante	Keith Jarrett	J.S. Bach. The French Suites	Suite No.2 in C minor, BWV 813 II. Courante	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(9, None)	 Sarabande	Keith Jarrett	J.S. Bach. The French Suites	Suite No.2 in C minor, BWV 813 III. Sarabande	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(2, None)	 Courante	Keith Jarrett	J.S. Bach. The French Suites	Suite No.1 in D minor, BWV 812 II. Courante	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(16, None)	 Courante	Keith Jarrett	J.S. Bach. The French Suites	Suite No. 6 BWV 817 In E Major: Courante	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(7, None)	 Gigue	Keith Jarrett	J.S. Bach. The French Suites	Suite No. 4, BWV 815 In E-Flat Major: Gigue	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(13, None)	 Loure	Keith Jarrett	J.S. Bach. The French Suites	Suite No. 5 BWV 816 In G Major: Loure	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(8, None)	 Allemande	Keith Jarrett	J.S. Bach. The French Suites	Suite No. 5 BWV 816 In G Major: Allemande	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - The French Suites (1993) [FLAC]	(4, None)	 Gavotte	Keith Jarrett	J.S. Bach. The French Suites	Suite No. 4, BWV 815 In E-Flat Major: Gavotte	True	False	False
Artist 	 Album 	 Trackno 	 Title 	 ID3_artist 	 ID3_album 	 ID3_track 	 Artist_match 	 Album_match 	 track_match 
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch II (1991) [FLAC]	(5, None)	dur	Keith Jarrett	J.S. Bach - Das Wohltemperierte Klavier, Buch II	V   D-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch II (1991) [FLAC]	(11, None)	dur	Keith Jarrett	J.S. Bach - Das Wohltemperierte Klavier, Buch II	XI  F-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch II (1991) [FLAC]	(1, None)	dur	Keith Jarrett	J.S. Bach - Das Wohltemperierte Klavier, Buch II	XIII, Fis-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch II (1991) [FLAC]	(10, None)	moll	Keith Jarrett	J.S. Bach - Das Wohltemperierte Klavier, Buch II	XXII, b-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch II (1991) [FLAC]	(8, None)	moll	Keith Jarrett	J.S. Bach - Das Wohltemperierte Klavier, Buch II	XX, a-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch II (1991) [FLAC]	(3, None)	dur	Keith Jarrett	J.S. Bach - Das Wohltemperierte Klavier, Buch II	III  Cis-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch II (1991) [FLAC]	(9, None)	dur	Keith Jarrett	J.S. Bach - Das Wohltemperierte Klavier, Buch II	IX  E-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch II (1991) [FLAC]	(12, None)	moll	Keith Jarrett	J.S. Bach - Das Wohltemperierte Klavier, Buch II	XXIV, h-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch II (1991) [FLAC]	(7, None)	dur	Keith Jarrett	J.S. Bach - Das Wohltemperierte Klavier, Buch II	XIX, A-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch II (1991) [FLAC]	(11, None)	dur	Keith Jarrett	J.S. Bach - Das Wohltemperierte Klavier, Buch II	XXIII, H-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch II (1991) [FLAC]	(8, None)	moll	Keith Jarrett	J.S. Bach - Das Wohltemperierte Klavier, Buch II	VIII  dis-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch II (1991) [FLAC]	(9, None)	dur	Keith Jarrett	J.S. Bach - Das Wohltemperierte Klavier, Buch II	XXI, B-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch II (1991) [FLAC]	(5, None)	dur	Keith Jarrett	J.S. Bach - Das Wohltemperierte Klavier, Buch II	XVII, As-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch II (1991) [FLAC]	(2, None)	moll	Keith Jarrett	J.S. Bach - Das Wohltemperierte Klavier, Buch II	XIV, fis-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch II (1991) [FLAC]	(4, None)	moll	Keith Jarrett	J.S. Bach - Das Wohltemperierte Klavier, Buch II	XVI, g-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch II (1991) [FLAC]	(2, None)	moll	Keith Jarrett	J.S. Bach - Das Wohltemperierte Klavier, Buch II	II  c-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch II (1991) [FLAC]	(3, None)	dur	Keith Jarrett	J.S. Bach - Das Wohltemperierte Klavier, Buch II	XV, G-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch II (1991) [FLAC]	(6, None)	moll	Keith Jarrett	J.S. Bach - Das Wohltemperierte Klavier, Buch II	VI  d-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch II (1991) [FLAC]	(12, None)	moll	Keith Jarrett	J.S. Bach - Das Wohltemperierte Klavier, Buch II	XII  f-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch II (1991) [FLAC]	(10, None)	moll	Keith Jarrett	J.S. Bach - Das Wohltemperierte Klavier, Buch II	X   e-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch II (1991) [FLAC]	(7, None)	dur	Keith Jarrett	J.S. Bach - Das Wohltemperierte Klavier, Buch II	VII  Es-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch II (1991) [FLAC]	(6, None)	moll	Keith Jarrett	J.S. Bach - Das Wohltemperierte Klavier, Buch II	XVIII, gis-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch II (1991) [FLAC]	(1, None)	dur	Keith Jarrett	J.S. Bach - Das Wohltemperierte Klavier, Buch II	I   C-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch II (1991) [FLAC]	(4, None)	moll	Keith Jarrett	J.S. Bach - Das Wohltemperierte Klavier, Buch II	IV  cis-moll	True	False	False
Artist 	 Album 	 Trackno 	 Title 	 ID3_artist 	 ID3_album 	 ID3_track 	 Artist_match 	 Album_match 	 track_match 
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(12, None)	moll	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 1)	VI D-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(11, None)	moll	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 2)	XVIII  Gis-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(6, None)	dur	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 1)	III Cis-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(3, None)	moll	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 1)	II C-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(22, None)	dur	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 2)	XXIII  H-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(15, None)	moll	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 1)	VIII Dis-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(10, None)	dur	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 1)	V D-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(9, None)	dur	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 1)	V D-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(17, None)	dur	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 1)	IX E-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(7, None)	moll	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 1)	IV Cis-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(11, None)	moll	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 1)	VI D-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(15, None)	moll	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 2)	XX  A-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(21, None)	dur	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 2)	XXIII  H-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(8, None)	moll	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 2)	XVI  G-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(12, None)	moll	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 2)	XVIII  Gis-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(13, None)	dur	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 2)	XIX  A-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(5, None)	dur	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 2)	XV  G-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(16, None)	moll	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 1)	VIII Dis-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(20, None)	moll	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 2)	XXII  B-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(24, None)	moll	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 2)	XXIV  H-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(4, None)	moll	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 2)	XIV  Fis-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(19, None)	moll	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 2)	XXII  B-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(19, None)	moll	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 1)	X E-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(2, None)	dur	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 2)	XIII  Fis-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(22, None)	dur	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 1)	XI F-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(7, None)	moll	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 2)	XVI  G-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(14, None)	dur	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 1)	VII Es-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(1, None)	dur	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 1)	I C-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(20, None)	moll	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 1)	X E-moll	True	False	False
